Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
4026-SKKHW,1,Q3,3,Joined,No,0,76,2166,,
2829-HYVZP,1,Q3,4,Stayed,No,0,69,5696,,
3845-JHAMY,1,Q3,5,Stayed,No,0,25,2069,,
7013-PSXHK,1,Q3,4,Stayed,No,0,27,2047,,
3486-NPGST,1,Q3,5,Stayed,No,0,47,2691,,
6100-FJZDG,1,Q3,5,Stayed,No,0,29,2403,,
1730-VFMWO,1,Q3,5,Stayed,No,0,54,4352,,
7143-BQIBA,1,Q3,3,Stayed,No,0,76,3415,,
3800-LYTRK,1,Q3,4,Stayed,No,0,57,4978,,
9646-NMHXE,1,Q3,5,Stayed,No,0,77,2021,,
7030-NJVDP,1,Q3,3,Stayed,No,0,77,5436,,
7771-ZONAT,1,Q3,4,Stayed,No,0,55,4574,,
2111-DWYHN,1,Q3,5,Joined,No,0,52,2810,,
4194-WHFCB,1,Q3,3,Stayed,No,0,52,5266,,
4121-AGSIN,1,Q3,4,Stayed,No,0,47,4455,,
0455-XFASS,1,Q3,3,Joined,No,0,59,5998,,
0301-KOBTQ,1,Q3,5,Stayed,No,0,20,3398,,
4367-NUYAO,1,Q3,5,Stayed,No,0,48,4950,,
9170-ARBTB,1,Q3,3,Stayed,No,0,37,4848,,
7241-AJHFS,1,Q3,3,Stayed,No,0,66,2426,,
4546-FOKWR,1,Q3,5,Stayed,No,0,27,3574,,
9036-CSKBW,1,Q3,3,Stayed,No,0,24,5446,,
5832-TRLPB,1,Q3,3,Stayed,No,0,77,4422,,
8590-YFFQO,1,Q3,3,Stayed,No,0,78,5669,,
8659-IOOPU,1,Q3,3,Stayed,No,0,34,6171,,
1338-CECEE,1,Q3,4,Stayed,No,0,54,3877,,
7439-DKZTW,1,Q3,4,Joined,No,0,21,3154,,
4646-QZXTF,1,Q3,3,Stayed,No,0,57,5928,,
9742-XOKTS,1,Q3,3,Stayed,No,0,69,6194,,
6921-OZMFH,1,Q3,3,Stayed,No,0,46,3598,,
9578-FOMUK,1,Q3,3,Stayed,No,0,57,3965,,
4712-UYOOI,1,Q3,3,Stayed,No,0,70,3402,,
7722-CVFXN,1,Q3,5,Stayed,No,0,68,5546,,
8717-VCTXJ,1,Q3,3,Stayed,No,0,43,5293,,
7363-QTBIW,1,Q3,5,Stayed,No,0,62,4654,,
4159-NAAIX,1,Q3,3,Stayed,No,0,67,4769,,
0971-QIFJK,1,Q3,3,Stayed,No,0,21,4884,,
9397-TZSHA,1,Q3,5,Stayed,No,0,66,5294,,
3391-JSQEW,1,Q3,4,Stayed,No,0,71,2454,,
0343-QLUZP,1,Q3,3,Stayed,No,0,32,5544,,
3312-UUMZW,1,Q3,4,Stayed,No,0,61,3981,,
1271-UODNO,1,Q3,3,Stayed,No,0,79,2380,,
8461-EFQYM,1,Q3,3,Stayed,No,0,23,2997,,
6900-RBKER,1,Q3,3,Stayed,No,0,35,5386,,
6891-JPYFF,1,Q3,3,Stayed,No,0,79,4275,,
1459-QNFQT,1,Q3,4,Stayed,No,0,27,4031,,
1047-NNCBF,1,Q3,3,Stayed,No,0,59,5790,,
3696-XRIEN,1,Q3,4,Stayed,No,0,71,5258,,
0074-HDKDG,1,Q3,3,Stayed,No,0,66,3807,,
8791-GFXLZ,1,Q3,5,Stayed,No,0,70,4244,,
9330-DHBFL,1,Q3,4,Stayed,No,0,22,2072,,
0098-BOWSO,1,Q3,5,Stayed,No,0,39,3792,,
5859-HZYLF,1,Q3,5,Stayed,No,0,58,4347,,
3156-QLHBO,1,Q3,3,Joined,No,0,45,4725,,
2208-NQBCT,1,Q3,3,Stayed,No,0,72,2817,,
6621-NRZAK,1,Q3,5,Stayed,No,0,56,5975,,
0831-JNISG,1,Q3,4,Stayed,No,0,20,5406,,
0774-IFUVM,1,Q3,3,Stayed,No,0,42,5942,,
9553-DLCLU,1,Q3,3,Stayed,No,0,27,5407,,
1641-BYBTK,1,Q3,4,Stayed,No,0,75,3478,,
2446-ZKVAF,1,Q3,5,Stayed,No,0,59,5558,,
3522-CDKHF,1,Q3,3,Stayed,No,0,76,3131,,
1430-SFQSA,1,Q3,4,Stayed,No,0,74,3898,,
0411-EZJZE,1,Q3,4,Joined,No,0,31,4830,,
8807-ARQET,1,Q3,5,Stayed,No,0,79,2454,,
8992-CEUEN,1,Q3,4,Joined,No,0,37,5084,,
4320-QMLLA,1,Q3,3,Stayed,No,0,20,3481,,
8777-PVYGU,1,Q3,4,Stayed,No,0,73,4405,,
8292-ITGYJ,1,Q3,4,Stayed,No,0,67,3043,,
6870-ZWMNX,1,Q3,4,Stayed,No,0,67,5115,,
0621-CXBKL,1,Q3,5,Stayed,No,0,54,4116,,
5334-JLAXU,1,Q3,3,Stayed,No,0,62,5267,,
9359-UGBTK,1,Q3,3,Stayed,No,0,50,4910,,
6479-OAUSD,1,Q3,3,Stayed,No,0,22,2130,,
7129-ACFOG,1,Q3,4,Stayed,No,0,78,2182,,
4189-NAKJS,1,Q3,3,Stayed,No,0,36,3130,,
5562-BETPV,1,Q3,3,Joined,No,0,53,2539,,
9127-FHJBZ,1,Q3,3,Stayed,No,0,29,4558,,
6994-ORCWG,1,Q3,5,Stayed,No,0,44,4423,,
1346-UFHAX,1,Q3,3,Stayed,No,0,78,5577,,
2933-XEUJM,1,Q3,4,Stayed,No,0,63,2007,,
4835-YSJMR,1,Q3,4,Stayed,No,0,51,2202,,
3164-YAXFY,1,Q3,4,Stayed,No,0,58,5594,,
0887-WBJVH,1,Q3,4,Stayed,No,0,20,4700,,
4660-IRIBM,1,Q3,4,Stayed,No,0,33,5192,,
7670-ZBPOQ,1,Q3,4,Stayed,No,0,46,4411,,
0080-OROZO,1,Q3,3,Stayed,No,0,36,3244,,
3916-NRPAP,1,Q3,5,Joined,No,0,33,5806,,
6807-SIWJI,1,Q3,4,Stayed,No,0,35,2709,,
8221-HVAYI,1,Q3,3,Stayed,No,0,61,3945,,
5232-NXPAY,1,Q3,3,Stayed,No,0,55,3459,,
8967-SZQAS,1,Q3,5,Stayed,No,0,48,3185,,
0455-ENTCR,1,Q3,4,Stayed,No,0,38,5012,,
8944-AILEF,1,Q3,5,Stayed,No,0,67,2483,,
5542-NKVRU,1,Q3,3,Stayed,No,0,57,2574,,
7126-RBHSD,1,Q3,3,Stayed,No,0,38,2362,,
5370-IIVVL,1,Q3,3,Stayed,No,0,21,4812,,
6789-HJBWG,1,Q3,3,Stayed,No,0,70,5007,,
9087-EYCPR,1,Q3,3,Stayed,No,0,24,6355,,
6791-YBNAK,1,Q3,3,Stayed,No,0,28,4134,,
6077-BDPXA,1,Q3,3,Joined,No,0,26,2228,,
0013-MHZWF,1,Q3,3,Stayed,No,0,55,5108,,
8268-YDIXR,1,Q3,3,Stayed,No,0,56,4778,,
4291-SHSBH,1,Q3,3,Stayed,No,0,71,4704,,
6980-IMXXE,1,Q3,5,Stayed,No,0,34,5267,,
0040-HALCW,1,Q3,4,Stayed,No,0,60,6393,,
0784-GTUUK,1,Q3,4,Stayed,No,0,66,4811,,
2294-DMMUS,1,Q3,5,Stayed,No,0,37,5057,,
0872-JCPIB,1,Q3,4,Stayed,No,0,63,3921,,
3055-MJDSB,1,Q3,5,Stayed,No,0,49,2323,,
9091-WTUUY,1,Q3,4,Stayed,No,0,25,4226,,
7115-IRDHS,1,Q3,5,Stayed,No,0,66,5065,,
8496-DMZUK,1,Q3,4,Stayed,No,0,78,3171,,
2040-VZIKE,1,Q3,3,Stayed,No,0,53,5417,,
9068-VPWQQ,1,Q3,4,Stayed,No,0,35,6466,,
0178-SZBHO,1,Q3,3,Stayed,No,0,76,3760,,
0384-RVBPI,1,Q3,3,Stayed,No,0,80,2120,,
1299-AURJA,1,Q3,4,Stayed,No,0,59,5907,,
4525-VZCZG,1,Q3,4,Stayed,No,0,35,5915,,
2788-CJQAQ,1,Q3,5,Stayed,No,0,37,3799,,
0319-QZTCO,1,Q3,3,Joined,No,0,52,3654,,
2120-SMPEX,1,Q3,5,Stayed,No,0,58,3848,,
0096-FCPUF,1,Q3,3,Stayed,No,0,48,5039,,
0668-OGMHD,1,Q3,4,Stayed,No,0,77,3766,,
9408-HRXRK,1,Q3,4,Stayed,No,0,22,5915,,
5593-SUAOO,1,Q3,5,Stayed,No,0,53,2404,,
6766-HFKLA,1,Q3,5,Stayed,No,0,34,4534,,
7617-EYGLW,1,Q3,3,Joined,No,0,64,5820,,
2226-ICFDO,1,Q3,4,Stayed,No,0,72,6361,,
5529-GIBVH,1,Q3,3,Stayed,No,0,74,2618,,
9992-UJOEL,1,Q3,5,Joined,No,0,33,5870,,
4741-WWJQZ,1,Q3,3,Joined,No,0,26,5251,,
6625-UTXEW,1,Q3,3,Stayed,No,0,57,3097,,
6244-BESBM,1,Q3,4,Stayed,No,0,34,6166,,
2612-PHGOX,1,Q3,4,Stayed,No,0,26,4222,,
8480-PPONV,1,Q3,3,Stayed,No,0,25,6349,,
8780-IHCRN,1,Q3,4,Stayed,No,0,40,4392,,
4598-ZADCK,1,Q3,3,Stayed,No,0,28,5183,,
1257-SXUXQ,1,Q3,3,Stayed,No,0,79,4573,,
7182-OVLBJ,1,Q3,3,Stayed,No,0,36,5735,,
5095-ETBRJ,1,Q3,4,Stayed,No,0,33,4702,,
4821-WQOYN,1,Q3,4,Stayed,No,0,41,4603,,
4730-AWNAU,1,Q3,3,Stayed,No,0,69,3671,,
3452-FLHYD,1,Q3,4,Stayed,No,0,77,5682,,
9531-NSBMR,1,Q3,3,Stayed,No,0,79,4904,,
6260-ONULR,1,Q3,5,Joined,No,0,36,2438,,
4389-UEFCZ,1,Q3,3,Stayed,No,0,62,5551,,
8711-LOBKY,1,Q3,3,Stayed,No,0,59,6144,,
8985-OOPOS,1,Q3,5,Joined,No,0,23,2900,,
8800-ZKRFW,1,Q3,4,Stayed,No,0,51,3094,,
2616-FLVQC,1,Q3,3,Stayed,No,0,27,6036,,
9968-FFVVH,1,Q3,3,Stayed,No,0,40,5082,,
8390-FESFV,1,Q3,4,Stayed,No,0,61,5466,,
3022-BEXHZ,1,Q3,4,Stayed,No,0,71,6060,,
6248-TKCQV,1,Q3,3,Stayed,No,0,68,5880,,
6198-ZFIOJ,1,Q3,3,Stayed,No,0,27,3469,,
5989-OMNJE,1,Q3,4,Stayed,No,0,70,5623,,
1291-CUOCY,1,Q3,3,Stayed,No,0,64,5444,,
9795-SHUHB,1,Q3,3,Stayed,No,0,79,5313,,
3230-IUALN,1,Q3,3,Stayed,No,0,56,2934,,
0042-RLHYP,1,Q3,5,Stayed,No,0,76,4131,,
4945-RVMTE,1,Q3,3,Stayed,No,0,37,3354,,
1866-NXPSP,1,Q3,4,Stayed,No,0,22,3235,,
3941-XTSKM,1,Q3,4,Stayed,No,0,71,3844,,
1661-CZBAU,1,Q3,3,Stayed,No,0,56,2667,,
5158-RIVOP,1,Q3,5,Stayed,No,0,63,5359,,
9788-YTFGE,1,Q3,3,Stayed,No,0,38,3331,,
9277-JOOMO,1,Q3,4,Joined,No,0,56,5756,,
1907-YLNYW,1,Q3,3,Stayed,No,0,35,4490,,
8947-YRTDV,1,Q3,4,Stayed,No,0,52,5288,,
3161-ONRWK,1,Q3,3,Stayed,No,0,48,4053,,
0114-RSRRW,1,Q3,4,Stayed,No,0,54,3831,,
4565-NLZBV,1,Q3,4,Stayed,No,0,42,4015,,
6682-VCIXC,1,Q3,3,Stayed,No,0,43,5656,,
6475-VHUIZ,1,Q3,5,Stayed,No,0,49,5140,,
3910-MRQOY,1,Q3,3,Stayed,No,0,79,5398,,
0661-WCQNQ,1,Q3,4,Stayed,No,0,28,3733,,
7537-RBWEA,1,Q3,5,Joined,No,0,45,3513,,
4656-CAURT,1,Q3,3,Stayed,No,0,31,6059,,
0121-SNYRK,1,Q3,3,Stayed,No,0,36,5052,,
3733-LSYCE,1,Q3,5,Stayed,No,0,67,4891,,
6265-FRMTQ,1,Q3,3,Stayed,No,0,29,5363,,
1371-DWPAZ,1,Q3,4,Stayed,No,0,30,4740,,
2017-CCBLH,1,Q3,3,Stayed,No,0,71,3087,,
7690-KPNCU,1,Q3,3,Stayed,No,0,28,4515,,
0536-BGFMZ,1,Q3,4,Stayed,No,0,41,5145,,
2293-IJWPS,1,Q3,3,Stayed,No,0,31,6354,,
5469-NUJUR,1,Q3,4,Stayed,No,0,50,2831,,
2625-TRCZQ,1,Q3,3,Stayed,No,0,30,5528,,
4102-HLENU,1,Q3,3,Stayed,No,0,20,5441,,
7266-GSSJX,1,Q3,5,Stayed,No,0,28,2606,,
7722-VJRQD,1,Q3,4,Stayed,No,0,21,4147,,
7073-QETQY,1,Q3,5,Stayed,No,0,22,4845,,
5624-RYAMH,1,Q3,4,Stayed,No,0,64,4283,,
0196-JTUQI,1,Q3,5,Stayed,No,0,68,5841,,
7130-YXBRO,1,Q3,3,Stayed,No,0,74,2319,,
9272-LSVYH,1,Q3,3,Stayed,No,0,78,3963,,
3084-DOWLE,1,Q3,3,Stayed,No,0,42,6434,,
1084-MNSMJ,1,Q3,3,Stayed,No,0,43,6261,,
6250-CGGUN,1,Q3,3,Stayed,No,0,31,4154,,
5478-JJVZK,1,Q3,4,Stayed,No,0,36,3009,,
7596-IIWYC,1,Q3,3,Stayed,No,0,79,5250,,
9793-WECQC,1,Q3,3,Stayed,No,0,68,5029,,
4291-HPAXL,1,Q3,3,Joined,No,0,75,4840,,
8999-YPYBV,1,Q3,3,Stayed,No,0,35,3403,,
1839-FBNFR,1,Q3,5,Stayed,No,0,72,3032,,
3071-MVJCD,1,Q3,3,Stayed,No,0,60,4162,,
1697-BCSHV,1,Q3,5,Stayed,No,0,70,6433,,
0562-KBDVM,1,Q3,3,Stayed,No,0,26,4442,,
1131-SUEKT,1,Q3,3,Stayed,No,0,64,4000,,
3717-OEAUQ,1,Q3,4,Joined,No,0,38,2388,,
4538-WNTMJ,1,Q3,3,Stayed,No,0,58,3979,,
9432-RUVSL,1,Q3,3,Stayed,No,0,75,3262,,
8060-HIWJJ,1,Q3,4,Stayed,No,0,57,4934,,
7684-XSZIY,1,Q3,4,Stayed,No,0,43,5160,,
9089-UOWJG,1,Q3,4,Stayed,No,0,29,5068,,
8039-ACLPL,1,Q3,3,Stayed,No,0,52,4505,,
9885-AIBVB,1,Q3,3,Stayed,No,0,70,2568,,
1934-MKPXS,1,Q3,5,Stayed,No,0,59,3636,,
2592-YKDIF,1,Q3,3,Joined,No,0,72,5774,,
2272-JKMSI,1,Q3,4,Stayed,No,0,49,4306,,
8714-CTZJW,1,Q3,3,Stayed,No,0,80,3154,,
3569-EDBPQ,1,Q3,3,Stayed,No,0,31,2198,,
3131-NWVFJ,1,Q3,3,Stayed,No,0,47,5620,,
7521-YXVZY,1,Q3,5,Joined,No,0,77,4430,,
2373-NTKOD,1,Q3,5,Stayed,No,0,60,3026,,
1970-KKFWL,1,Q3,3,Stayed,No,0,78,2416,,
9337-SRRNI,1,Q3,4,Stayed,No,0,56,6019,,
0895-UADGO,1,Q3,3,Stayed,No,0,66,5489,,
5678-VFNEQ,1,Q3,4,Stayed,No,0,45,4695,,
5977-CKHON,1,Q3,3,Stayed,No,0,37,3853,,
1830-GGFNM,1,Q3,4,Stayed,No,0,36,4603,,
5302-BDJNT,1,Q3,3,Stayed,No,0,27,3715,,
5223-UZAVK,1,Q3,5,Stayed,No,0,77,4986,,
4859-ZSRDZ,1,Q3,3,Stayed,No,0,69,4080,,
9350-VLHMB,1,Q3,4,Stayed,No,0,45,6111,,
3498-LZGQZ,1,Q3,5,Stayed,No,0,38,6373,,
8785-CJSHH,1,Q3,4,Stayed,No,0,38,6213,,
3870-SPZSI,1,Q3,5,Stayed,No,0,54,4203,,
7560-QRBXH,1,Q3,3,Stayed,No,0,21,3396,,
7077-XJMET,1,Q3,4,Stayed,No,0,52,5426,,
4652-ODEVH,1,Q3,5,Stayed,No,0,57,3586,,
6510-UPNKS,1,Q3,3,Stayed,No,0,46,4402,,
6718-BDGHG,1,Q3,3,Stayed,No,0,72,4000,,
9046-DQMTP,1,Q3,3,Stayed,No,0,75,5876,,
6439-LAJXL,1,Q3,3,Stayed,No,0,29,2452,,
1666-JZPZT,1,Q3,3,Stayed,No,0,51,5428,,
5777-KJIRB,1,Q3,5,Stayed,No,0,25,2449,,
7677-SJJJK,1,Q3,5,Stayed,No,0,29,3152,,
3253-HKOKL,1,Q3,3,Stayed,No,0,29,4811,,
7055-HNEOJ,1,Q3,4,Joined,No,0,48,2662,,
5514-YQENT,1,Q3,5,Stayed,No,0,32,5038,,
3211-AAPKX,1,Q3,3,Stayed,No,0,42,3300,,
8445-DNBAE,1,Q3,4,Joined,No,0,61,5523,,
2958-NHPPS,1,Q3,5,Stayed,No,0,53,4263,,
1735-XMJVH,1,Q3,3,Stayed,No,0,58,5416,,
6890-PFRQX,1,Q3,3,Stayed,No,0,24,4466,,
5899-OUVKV,1,Q3,3,Stayed,No,0,42,3949,,
8681-ICONS,1,Q3,3,Stayed,No,0,72,4667,,
1621-YNCJH,1,Q3,3,Stayed,No,0,25,4505,,
6362-QHAFM,1,Q3,3,Stayed,No,0,63,5106,,
3070-BDOQC,1,Q3,4,Stayed,No,0,41,4616,,
6234-PFPXL,1,Q3,3,Stayed,No,0,56,3207,,
9824-QCJPK,1,Q3,3,Stayed,No,0,60,4175,,
4283-IVYCI,1,Q3,3,Stayed,No,0,66,3013,,
1866-OBPNR,1,Q3,5,Joined,No,0,22,5494,,
8205-MQUGY,1,Q3,3,Stayed,No,0,37,3582,,
8970-ANWXO,1,Q3,3,Stayed,No,0,28,3483,,
9480-BQJEI,1,Q3,4,Stayed,No,0,58,6468,,
6979-TNDEU,1,Q3,3,Stayed,No,0,42,2879,,
9777-WJJPR,1,Q3,4,Stayed,No,0,48,4821,,
9495-SKLKD,1,Q3,5,Stayed,No,0,63,5322,,
5067-DGXLL,1,Q3,4,Joined,No,0,59,5736,,
6281-FKEWS,1,Q3,5,Stayed,No,0,68,3910,,
8898-KASCD,1,Q3,3,Stayed,No,0,76,3752,,
9242-TKFSV,1,Q3,4,Stayed,No,0,30,4969,,
0743-HNPFG,1,Q3,3,Stayed,No,0,50,5628,,
5035-PGZXH,1,Q3,3,Stayed,No,0,49,6161,,
8695-WDYEA,1,Q3,4,Joined,No,0,57,4483,,
6543-JXSOO,1,Q3,3,Stayed,No,0,22,3794,,
8605-ITULD,1,Q3,3,Joined,No,0,31,5750,,
6416-YJTTB,1,Q3,4,Stayed,No,0,57,2278,,
4472-VESGY,1,Q3,4,Stayed,No,0,48,5123,,
3195-TQDZX,1,Q3,5,Joined,No,0,42,4050,,
3128-YOVTD,1,Q3,3,Stayed,No,0,64,6321,,
7041-TXQJH,1,Q3,5,Stayed,No,0,20,5924,,
5014-GSOUQ,1,Q3,4,Stayed,No,0,63,2884,,
5724-BIDBU,1,Q3,3,Stayed,No,0,26,5601,,
1769-GRUIK,1,Q3,5,Stayed,No,0,28,4911,,
8819-WFGGJ,1,Q3,3,Stayed,No,0,30,4601,,
7427-AUFPY,1,Q3,5,Stayed,No,0,70,5708,,
7898-PDWQE,1,Q3,3,Stayed,No,0,20,5228,,
9972-EWRJS,1,Q3,4,Stayed,No,0,61,5154,,
9314-IJWSQ,1,Q3,3,Stayed,No,0,80,2452,,
5799-JRCZO,1,Q3,5,Stayed,No,0,44,4370,,
1921-KYSAY,1,Q3,4,Stayed,No,0,34,4572,,
6198-RTPMF,1,Q3,4,Stayed,No,0,32,4756,,
2924-KHUVI,1,Q3,3,Stayed,No,0,61,4847,,
1925-GMVBW,1,Q3,3,Stayed,No,0,23,5967,,
6184-DYUOB,1,Q3,3,Joined,No,0,29,2941,,
9207-ZPANB,1,Q3,3,Stayed,No,0,37,5042,,
9327-QSDED,1,Q3,5,Stayed,No,0,60,3266,,
1656-DRSMG,1,Q3,5,Stayed,No,0,66,5775,,
3012-VFFMN,1,Q3,3,Stayed,No,0,74,4058,,
2984-AFWNC,1,Q3,3,Joined,No,0,70,2813,,
0640-YJTPY,1,Q3,5,Stayed,No,0,71,4974,,
8096-LOIST,1,Q3,5,Stayed,No,0,38,3384,,
9764-REAFF,1,Q3,4,Stayed,No,0,20,4375,,
7107-UBYKY,1,Q3,5,Stayed,No,0,49,4194,,
4881-GQJTW,1,Q3,4,Stayed,No,0,40,2847,,
7876-DNYAP,1,Q3,5,Stayed,No,0,36,5423,,
2882-WDTBA,1,Q3,4,Stayed,No,0,75,5839,,
2091-GPPIQ,1,Q3,5,Stayed,No,0,76,5050,,
5071-FBJFS,1,Q3,3,Stayed,No,0,73,3147,,
2796-UUZZO,1,Q3,4,Stayed,No,0,66,5157,,
2429-AYKKO,1,Q3,5,Stayed,No,0,22,4790,,
9798-OPFEM,1,Q3,5,Stayed,No,0,37,4791,,
3794-NFNCH,1,Q3,4,Stayed,No,0,29,4715,,
5193-QLVZB,1,Q3,5,Stayed,No,0,30,5882,,
7114-AEOZE,1,Q3,4,Stayed,No,0,58,6213,,
5522-NYKPB,1,Q3,3,Stayed,No,0,79,3153,,
6518-KZXCB,1,Q3,4,Stayed,No,0,61,3403,,
2245-ADZFJ,1,Q3,4,Stayed,No,0,24,3491,,
7776-QGYJC,1,Q3,5,Stayed,No,0,25,2042,,
9313-QOLTZ,1,Q3,3,Stayed,No,0,51,5895,,
4672-FOTSD,1,Q3,3,Stayed,No,0,56,4334,,
9818-XQCUV,1,Q3,3,Joined,No,0,61,5994,,
7338-ERIVA,1,Q3,3,Stayed,No,0,61,4003,,
8259-NFJTV,1,Q3,3,Stayed,No,0,45,5996,,
6968-GMKPR,1,Q3,3,Stayed,No,0,80,5167,,
4751-ERMAN,1,Q3,3,Stayed,No,0,35,4171,,
1436-ZMJAN,1,Q3,5,Stayed,No,0,79,2709,,
0799-DDIHE,1,Q3,5,Stayed,No,0,68,3103,,
3070-FNFZQ,1,Q3,4,Stayed,No,0,33,4698,,
2812-SFXMJ,1,Q3,3,Joined,No,0,27,4221,,
5014-WUQMG,1,Q3,3,Stayed,No,0,68,5793,,
5312-TSZVC,1,Q3,5,Stayed,No,0,34,4818,,
2782-JEEBU,1,Q3,4,Stayed,No,0,64,3378,,
5127-BZENZ,1,Q3,3,Stayed,No,0,26,4775,,
2720-FVBQP,1,Q3,3,Stayed,No,0,30,3061,,
4522-XRWWI,1,Q3,3,Stayed,No,0,62,4397,,
3766-EJLFL,1,Q3,4,Stayed,No,0,80,6391,,
5939-SXWHM,1,Q3,3,Stayed,No,0,72,2111,,
7643-RCHXS,1,Q3,4,Stayed,No,0,23,4566,,
8246-SHFGA,1,Q3,3,Stayed,No,0,78,2842,,
0620-XEFWH,1,Q3,4,Stayed,No,0,63,5279,,
6485-QXWWE,1,Q3,3,Stayed,No,0,46,4535,,
7321-VGNKU,1,Q3,3,Joined,No,0,39,4917,,
5327-CNLUQ,1,Q3,4,Stayed,No,0,38,2613,,
7552-KEYGT,1,Q3,4,Stayed,No,0,44,4430,,
5816-JMLGY,1,Q3,5,Stayed,No,0,28,6367,,
2927-QRRQV,1,Q3,4,Stayed,No,0,79,4120,,
6265-SXWBU,1,Q3,4,Stayed,No,0,74,5561,,
7941-RCJOW,1,Q3,5,Stayed,No,0,76,4309,,
2387-KDZQY,1,Q3,4,Stayed,No,0,51,2185,,
3584-WKTTW,1,Q3,4,Stayed,No,0,35,4053,,
3399-BMLVW,1,Q3,3,Stayed,No,0,75,4994,,
1971-DTCZB,1,Q3,3,Stayed,No,0,54,6091,,
3374-PZLXD,1,Q3,3,Stayed,No,0,73,4136,,
3813-DHBBB,1,Q3,3,Stayed,No,0,77,6395,,
2812-REYAT,1,Q3,5,Stayed,No,0,72,5579,,
6518-PPLMZ,1,Q3,3,Stayed,No,0,73,4497,,
4939-KYYPY,1,Q3,4,Stayed,No,0,23,4818,,
5930-GBIWP,1,Q3,4,Stayed,No,0,45,5286,,
6022-KOUQO,1,Q3,4,Joined,No,0,22,4998,,
2361-UPSND,1,Q3,3,Stayed,No,0,52,5433,,
6035-RIIOM,1,Q3,5,Stayed,No,0,55,4971,,
9504-DSHWM,1,Q3,3,Stayed,No,0,58,5924,,
5035-BVCXS,1,Q3,4,Stayed,No,0,70,4278,,
3533-UVMOM,1,Q3,3,Stayed,No,0,43,5036,,
1478-VPOAD,1,Q3,5,Joined,No,0,31,4633,,
9995-HOTOH,1,Q3,3,Stayed,No,0,20,5639,,
2988-PLAHS,1,Q3,5,Joined,No,0,67,2754,,
1371-OJCEK,1,Q3,5,Stayed,No,0,70,4200,,
4999-IEZLT,1,Q3,3,Stayed,No,0,55,5112,,
8883-ANODQ,1,Q3,5,Stayed,No,0,34,5045,,
2351-RRBUE,1,Q3,4,Stayed,No,0,70,3575,,
5980-BDHPY,1,Q3,3,Stayed,No,0,76,5993,,
1498-DQNRX,1,Q3,4,Stayed,No,0,59,2712,,
9469-WEJBT,1,Q3,3,Stayed,No,0,76,3347,,
2581-VKIRT,1,Q3,3,Stayed,No,0,35,5631,,
2851-MMUTZ,1,Q3,3,Stayed,No,0,69,3056,,
3307-TLCUD,1,Q3,3,Stayed,No,0,45,4207,,
6625-FLENO,1,Q3,5,Stayed,No,0,20,4927,,
2967-MXRAV,1,Q3,3,Joined,No,0,51,5160,,
8189-HBVRW,1,Q3,3,Stayed,No,0,20,5249,,
4163-KIUHY,1,Q3,4,Stayed,No,0,56,2980,,
3500-NSDOA,1,Q3,4,Stayed,No,0,61,5540,,
1171-TYKUR,1,Q3,3,Stayed,No,0,33,3159,,
1219-NNDDO,1,Q3,5,Stayed,No,0,38,4834,,
8388-DMKAE,1,Q3,5,Stayed,No,0,37,2653,,
4403-BWPAY,1,Q3,4,Stayed,No,0,22,4527,,
9659-QEQSY,1,Q3,3,Stayed,No,0,75,3974,,
5405-ZMYXQ,1,Q3,5,Stayed,No,0,57,2142,,
1442-OKRJE,1,Q3,4,Stayed,No,0,80,4663,,
4737-AQCPU,1,Q3,3,Stayed,No,0,42,4658,,
2808-CHTDM,1,Q3,5,Stayed,No,0,67,2267,,
0793-TWELN,1,Q3,3,Stayed,No,0,62,2841,,
3283-WCWXT,1,Q3,3,Stayed,No,0,52,2882,,
5451-MHQOF,1,Q3,3,Stayed,No,0,78,5623,,
4836-WNFNO,1,Q3,4,Stayed,No,0,35,6126,,
9225-BZLNZ,1,Q3,3,Stayed,No,0,52,6275,,
0354-VXMJC,1,Q3,5,Stayed,No,0,35,4617,,
4422-QVIJA,1,Q3,3,Stayed,No,0,74,5879,,
8332-OSJDW,1,Q3,4,Stayed,No,0,65,3277,,
4735-BJKOU,1,Q3,5,Stayed,No,0,64,3915,,
0274-JKUJR,1,Q3,3,Stayed,No,0,76,3332,,
5740-YHGTW,1,Q3,4,Stayed,No,0,49,4551,,
8917-SZTTJ,1,Q3,5,Stayed,No,0,50,6315,,
1696-MZVAU,1,Q3,3,Stayed,No,0,21,4259,,
7359-WWYJV,1,Q3,4,Stayed,No,0,53,6274,,
4906-ZHGPK,1,Q3,3,Stayed,No,0,77,5276,,
3795-GWTRD,1,Q3,4,Stayed,No,0,64,4626,,
1298-PHBTI,1,Q3,3,Stayed,No,0,43,5952,,
6223-DHJGV,1,Q3,4,Stayed,No,0,49,5956,,
6961-MJKBO,1,Q3,4,Stayed,No,0,72,4342,,
8158-WPEZG,1,Q3,4,Stayed,No,0,61,4986,,
0727-BNRLG,1,Q3,3,Stayed,No,0,20,5709,,
6435-SRWBJ,1,Q3,4,Stayed,No,0,36,5269,,
9964-WBQDJ,1,Q3,5,Stayed,No,0,56,4412,,
6303-KFWSL,1,Q3,4,Stayed,No,0,55,5481,,
1702-CCFNJ,1,Q3,3,Stayed,No,0,49,4729,,
