Customer ID,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,City,Zip Code,Latitude,Longitude,Population,Gender,Age,Married,Number of Dependents,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
9820-RMCQV,0,11,None,Yes,19.01,No,DSL,8,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,48.55,501,0,130,209.11,840.11,San Marino,91108,34.122671,-118.112911,13158,Female,43,No,0,1,Churned,Yes,92,4444,Competitor,Competitor made better offer
7839-QRKXN,0,1,Offer E,Yes,48.25,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0,0,48.25,68.45,Glendale,91203,34.153338,-118.262974,14493,Female,62,No,0,1,Churned,Yes,69,4197,Price,Long distance charges
5204-QZXPU,0,19,None,No,0,No,DSL,21,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0,0,0,733.35,Glendale,91205,34.13658,-118.245839,41390,Male,50,No,0,1,Churned,Yes,78,2933,Competitor,Competitor had better devices
4597-ELFTS,0,56,None,Yes,2.58,Yes,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.9,1334,0,0,144.48,1478.48,Glendale,91206,34.162515,-118.203869,31297,Male,57,No,0,3,Churned,Yes,92,5327,Attitude,Attitude of support person
8450-JOVAH,1,2,None,Yes,5.67,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0,0,11.34,124.89,Agoura Hills,91301,34.129058,-118.759788,25303,Male,62,Yes,3,1,Churned,Yes,77,5560,Competitor,Competitor offered higher download speeds
1113-IUJYX,3,14,None,Yes,5.63,No,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0,0,78.82,1427.72,Winnetka,91306,34.209532,-118.577563,43857,Female,59,Yes,0,1,Churned,Yes,84,5887,Competitor,Competitor offered higher download speeds
7758-XKCBS,0,15,None,No,0,No,DSL,29,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.7,438.25,0,90,0,528.25,Reseda,91335,34.200175,-118.540958,68018,Male,56,No,0,1,Churned,Yes,82,5518,Competitor,Competitor offered more data
8992-JQYUN,1,1,Offer E,No,0,No,DSL,20,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,50.35,0,0,0,50.35,San Fernando,91340,34.286131,-118.435969,33389,Male,40,Yes,0,1,Churned,Yes,65,4526,Competitor,Competitor offered more data
0617-AQNWT,5,64,None,No,0,No,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0,0,0,3147.5,North Hills,91343,34.238802,-118.482296,57017,Female,61,Yes,0,1,Churned,Yes,66,6347,Competitor,Competitor made better offer
2446-PLQVO,0,1,Offer E,Yes,5.67,No,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0,0,5.67,75.97,Santa Clarita,91350,34.502432,-118.41459,40077,Male,32,No,0,2,Churned,Yes,78,4512,Other,Don't know
8784-CGILN,0,18,None,Yes,36.49,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,0,0,656.82,2433.77,Tarzana,91356,34.157137,-118.548511,27424,Female,34,No,0,1,Churned,Yes,91,3068,Dissatisfaction,Product dissatisfaction
9451-LPGOO,0,7,Offer E,Yes,30.61,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,620.35,0,0,214.27,834.62,Fallbrook,92028,33.362575,-117.299644,42239,Male,22,No,0,2,Churned,Yes,66,3780,Competitor,Competitor made better offer
2025-JKFWI,0,13,None,Yes,24.14,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99,1301.7,0,0,313.82,1615.52,Burbank,91501,34.188339,-118.300942,18112,Male,31,No,0,1,Churned,Yes,81,3493,Price,Lack of affordable download/upload speed
4078-SAYYN,0,11,None,Yes,48.64,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0,0,535.04,1664.79,Burbank,91502,34.177267,-118.31003,11517,Female,45,No,0,2,Churned,Yes,65,2229,Price,Long distance charges
9940-HPQPG,1,9,Offer E,Yes,22,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.75,865.8,0,0,198,1063.8,North Hollywood,91601,34.1692,-118.372498,36625,Female,58,Yes,0,1,Churned,Yes,91,4176,Price,Extra data charges
6618-RYATB,0,1,Offer E,Yes,5.1,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0,0,5.1,84.65,North Hollywood,91605,34.207295,-118.400022,57146,Female,56,No,0,2,Churned,Yes,93,5571,Price,Price too high
9079-YEXQJ,0,54,None,Yes,46.74,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0,50,2523.96,8588.81,Chino,91710,33.990646,-117.663025,75319,Female,56,No,0,1,Churned,Yes,93,5527,Dissatisfaction,Product dissatisfaction
2685-SREOM,1,25,None,Yes,23.24,Yes,Fiber Optic,25,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,0,0,581,2949.4,Rancho Cucamonga,91730,34.10097,-117.57882,51970,Female,36,Yes,0,1,Churned,Yes,96,4793,Competitor,Competitor had better devices
0402-CQAJN,0,37,None,Yes,24.04,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,3545.35,0,0,889.48,4434.83,El Monte,91732,34.074492,-118.01462,62660,Female,22,No,0,3,Churned,Yes,83,4437,Dissatisfaction,Lack of self-service on Website
6692-UDPJC,1,14,None,Yes,9.13,Yes,Fiber Optic,12,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301,0,0,127.82,1428.82,South El Monte,91733,34.04622,-118.053753,45645,Female,61,Yes,1,3,Churned,Yes,65,4304,Dissatisfaction,Network reliability
0295-PPHDO,0,1,None,Yes,5.59,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0,0,5.59,101.04,La Puente,91744,34.031441,-117.936436,84965,Male,56,No,0,1,Churned,Yes,71,5962,Competitor,Competitor had better devices
1195-OIYEJ,0,13,Offer D,Yes,5.43,No,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0,80,70.59,1286.29,La Puente,91746,34.038983,-117.991372,30802,Male,54,No,0,2,Churned,Yes,78,5347,Attitude,Attitude of support person
5906-CVLHP,1,45,None,Yes,42.04,No,Cable,26,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.15,2319.8,0,0,1891.8,4211.6,Rowland Heights,91748,33.976753,-117.897367,46342,Female,60,Yes,0,2,Churned,Yes,92,2761,Attitude,Attitude of service provider
4501-EQDRN,0,1,None,Yes,21.52,No,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,69.7,0,0,21.52,91.22,Montclair,91763,34.072121,-117.698319,34447,Female,64,No,0,2,Churned,Yes,91,4620,Attitude,Attitude of service provider
2990-HWIML,0,6,Offer E,Yes,47.92,No,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0,0,287.52,860.82,Ontario,91764,34.074087,-117.605618,49474,Female,58,No,0,1,Churned,Yes,82,2898,Competitor,Competitor had better devices
7384-GHBPI,1,3,Offer E,No,0,No,Cable,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,99.75,0,0,0,99.75,San Dimas,91773,34.102119,-117.815532,33878,Male,61,Yes,0,2,Churned,Yes,83,2987,Attitude,Attitude of support person
7603-USHJS,0,12,Offer D,Yes,14.96,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.75,871.4,0,0,179.52,1050.92,San Gabriel,91775,34.114772,-118.089431,23444,Male,27,No,1,3,Churned,Yes,78,2010,Attitude,Attitude of support person
5876-HZVZM,1,6,Offer E,Yes,14.51,No,Cable,20,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0,30,87.06,482.41,West Covina,91792,34.024405,-117.898722,31622,Female,55,Yes,3,1,Churned,Yes,87,4914,Attitude,Attitude of service provider
3085-QUOZK,0,1,Offer E,Yes,34.48,No,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0,0,34.48,78.43,Alpine,91901,32.827184,-116.703729,16486,Female,55,No,0,3,Churned,Yes,76,3238,Attitude,Attitude of service provider
3926-CUQZX,0,1,Offer E,Yes,11.06,No,DSL,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0,0,11.06,56.16,Campo,91906,32.673483,-116.472863,3133,Male,27,No,0,3,Churned,Yes,77,4884,Other,Don't know
1041-RXHRA,0,41,None,Yes,40.78,No,Fiber Optic,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,2868.05,0,0,1671.98,4540.03,Guatay,91931,32.857946,-116.561917,796,Female,25,No,0,3,Churned,Yes,69,3407,Attitude,Attitude of support person
1750-CSKKM,0,9,Offer E,Yes,41.02,No,DSL,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.35,449.75,0,0,369.18,818.93,Imperial Beach,91932,32.579134,-117.119009,26662,Male,40,No,3,1,Churned,Yes,70,2688,Competitor,Competitor had better devices
8267-ZNYVZ,1,33,None,Yes,15.66,No,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.75,3361.05,0,100,516.78,3977.83,Spring Valley,91977,32.726627,-116.994608,56100,Female,47,Yes,0,1,Churned,Yes,81,3824,Attitude,Attitude of service provider
6457-GIRWB,0,1,None,Yes,22.03,No,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0,0,22.03,91.38,Carlsbad,92008,33.148116,-117.306043,35582,Male,57,No,0,2,Churned,Yes,88,2843,Attitude,Attitude of service provider
1450-SKCVI,0,56,None,Yes,35.59,No,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0,0,1993.04,6085.89,Del Mar,92014,32.948262,-117.256086,13945,Female,22,No,0,3,Churned,Yes,72,5276,Attitude,Attitude of support person
5570-PTWEH,1,3,None,Yes,15.02,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,216.75,0,0,45.06,261.81,Encinitas,92024,33.054579,-117.25665,47126,Female,33,Yes,0,2,Churned,Yes,78,2270,Attitude,Attitude of support person
6502-MJQAE,0,1,None,Yes,46.21,No,Fiber Optic,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0,0,46.21,115.81,Escondido,92027,33.141265,-116.967221,48690,Male,27,No,0,1,Churned,Yes,87,2072,Competitor,Competitor made better offer
7693-LCKZL,1,5,None,Yes,11.54,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385,0,0,57.7,442.7,Julian,92036,32.980678,-116.262854,3577,Male,57,Yes,1,1,Churned,Yes,84,5124,Competitor,Competitor had better devices
0032-PGELS,1,1,None,No,0,No,DSL,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0,0,0,30.5,Palomar Mountain,92060,33.309852,-116.823091,234,Female,37,Yes,1,1,Churned,Yes,74,5171,Attitude,Attitude of service provider
6797-LNAQX,1,70,Offer A,Yes,29.59,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,98.3,6859.5,0,20,2071.3,8950.8,Poway,92064,32.984395,-117.013454,47969,Male,34,Yes,0,2,Churned,Yes,91,4794,Competitor,Competitor had better devices
6394-MFYNG,0,48,None,Yes,5.19,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.4,5121.3,0,0,249.12,5370.42,Solana Beach,92075,33.001813,-117.263628,12173,Female,20,No,0,2,Churned,Yes,89,4956,Attitude,Attitude of support person
8155-IBNHG,1,24,None,Yes,17.73,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.4,1747.85,0,0,425.52,2173.37,San Diego,92103,32.747484,-117.166877,30202,Female,55,Yes,0,3,Churned,Yes,74,2325,Attitude,Attitude of support person
4745-LSPLO,0,1,None,Yes,19.85,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0,0,19.85,40.35,San Diego,92111,32.805518,-117.169052,46828,Male,22,No,0,2,Churned,Yes,84,3731,Attitude,Attitude of support person
8083-YTZES,0,4,None,Yes,47.82,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,265.35,0,0,191.28,456.63,San Diego,92113,32.697098,-117.116587,47431,Male,52,No,0,1,Churned,Yes,73,3622,Attitude,Attitude of support person
3976-BWUCK,1,30,None,Yes,7.01,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0,0,210.3,3014.75,San Diego,92130,32.957195,-117.202542,28201,Female,63,Yes,0,3,Churned,Yes,94,5255,Competitor,Competitor made better offer
3585-ISXZP,0,8,None,Yes,29.66,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,778.1,0,0,237.28,1015.38,Indio,92201,33.713891,-116.237257,56307,Female,53,No,0,3,Churned,Yes,95,5335,Attitude,Attitude of support person
4174-LPGTI,1,41,None,Yes,32.02,No,DSL,28,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,66.5,2728.6,0,0,1312.82,4041.42,Beaumont,92223,33.946982,-116.977672,17721,Female,49,Yes,0,3,Churned,Yes,65,2517,Other,Moved
2108-XWMPY,0,3,None,No,0,No,DSL,85,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.45,106.85,0,0,0,106.85,Cabazon,92230,33.929812,-116.76058,2355,Male,29,No,0,1,Churned,Yes,70,2095,Other,Moved
6304-IJFSQ,0,3,None,Yes,46.57,No,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.9,130.1,0,0,139.71,269.81,Calipatria,92233,33.143826,-115.497485,7857,Male,63,No,0,3,Churned,Yes,73,5585,Other,Moved
0093-XWZFY,0,40,None,Yes,37.69,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,4036.85,0,0,1507.6,5544.45,Desert Hot Springs,92241,33.832799,-116.250973,5529,Male,51,No,0,1,Churned,Yes,93,2832,Competitor,Competitor had better devices
7703-ZEKEF,0,23,Offer D,Yes,18.7,Yes,Fiber Optic,24,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81,1917.1,0,0,430.1,2347.2,Heber,92249,32.730583,-115.501083,3535,Male,47,No,0,2,Churned,Yes,78,5701,Competitor,Competitor offered more data
5482-NUPNA,0,4,None,Yes,18.03,No,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.4,272.15,0,0,72.12,344.27,Imperial,92251,32.858595,-115.662709,14546,Female,28,No,0,1,Churned,Yes,90,5730,Competitor,Competitor had better devices
1122-JWTJW,1,1,None,Yes,37.68,No,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65,70.65,0,0,37.68,108.33,Ocotillo,92259,32.698964,-115.886656,471,Male,64,Yes,2,1,Churned,Yes,82,3463,Competitor,Competitor had better devices
1699-HPSBG,0,12,Offer D,Yes,9.6,No,Cable,23,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.8,727.8,0,0,115.2,843,Palm Springs,92264,33.745746,-116.514215,18884,Male,44,No,0,3,Churned,Yes,69,4581,Competitor,Competitor offered higher download speeds
8775-CEBBJ,0,9,None,Yes,41.92,No,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0,0,377.28,780.63,Seeley,92273,32.790282,-115.689559,1632,Female,40,No,0,2,Churned,Yes,87,2029,Competitor,Competitor offered higher download speeds
0639-TSIQW,0,67,Offer A,Yes,37.5,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0,0,2512.5,9398.75,White Water,92282,33.972293,-116.654195,805,Female,28,No,0,1,Churned,Yes,70,5620,Competitor,Competitor offered more data
7590-VHVEG,0,1,Offer E,No,0,No,DSL,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.85,29.85,0,0,0,29.85,Los Angeles,90001,33.973616,-118.24902,54492,Female,36,Yes,0,3,Joined,No,27,3964,,
5575-GNVDE,0,34,None,Yes,17.09,No,DSL,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,56.95,1889.5,0,0,581.06,2470.56,Los Angeles,90002,33.949255,-118.246978,44586,Male,46,No,0,3,Stayed,No,61,3441,,
7795-CFOCW,0,45,None,No,0,No,DSL,10,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,42.3,1840.75,0,0,0,1840.75,Los Angeles,90004,34.076259,-118.310715,67852,Male,53,No,0,3,Stayed,No,66,4307,,
1452-KIOVK,0,22,Offer D,Yes,29.54,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.1,1949.4,0,0,649.88,2599.28,Los Angeles,90007,34.027337,-118.28515,45025,Male,42,No,3,4,Stayed,No,43,4459,,
6713-OKOMC,0,10,Offer D,No,0,No,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.75,301.9,0,0,0,301.9,Los Angeles,90008,34.008293,-118.346766,30852,Female,42,No,0,3,Stayed,No,51,2013,,
6388-TABGU,0,62,Offer B,Yes,7.96,No,DSL,8,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,56.15,3487.95,0,0,493.52,3981.47,Los Angeles,90011,34.00709,-118.258681,101215,Male,48,No,0,4,Stayed,No,58,4529,,
9763-GRSKD,1,13,Offer D,Yes,29.68,No,DSL,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.95,587.45,0,150,385.84,1123.29,Los Angeles,90012,34.065875,-118.238728,30596,Male,37,Yes,2,3,Stayed,No,76,5764,,
7469-LKBCI,0,16,Offer D,Yes,32.62,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,18.95,326.8,0,0,521.92,848.72,Los Angeles,90013,34.044639,-118.240413,9732,Male,21,No,0,3,Stayed,No,39,4726,,
8091-TTVAX,7,58,Offer B,Yes,5.69,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.35,5681.1,0,0,330.02,6011.12,Los Angeles,90014,34.043144,-118.251977,3524,Male,39,Yes,0,3,Stayed,No,71,6432,,
5129-JLPIS,0,25,None,Yes,10.4,No,Fiber Optic,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,2686.05,0,0,260,2946.05,Los Angeles,90016,34.028331,-118.354338,46984,Male,27,No,0,3,Stayed,No,75,5822,,
3655-SNQYZ,7,69,Offer A,Yes,33.23,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.25,7895.15,0,0,2292.87,10188,Los Angeles,90017,34.052842,-118.264495,20692,Female,48,Yes,0,4,Stayed,No,43,5141,,
8191-XWSZG,0,52,Offer B,Yes,22.55,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,1022.95,0,0,1172.6,2195.55,Los Angeles,90018,34.028735,-118.317236,47143,Female,57,No,0,4,Stayed,No,35,5186,,
9959-WOFKT,0,71,None,Yes,14.67,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,106.7,7382.25,0,0,1041.57,8423.82,Los Angeles,90019,34.049841,-118.33846,67520,Male,61,No,0,3,Stayed,No,73,4479,,
4183-MYFRB,0,21,Offer D,Yes,6.49,No,Fiber Optic,73,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,1862.9,0,30,136.29,2029.19,Los Angeles,90021,34.029043,-118.239504,3012,Female,30,No,0,3,Stayed,No,57,5982,,
1680-VDCWW,10,12,Offer D,Yes,11.04,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,202.25,0,0,132.48,334.73,Los Angeles,90023,34.017697,-118.200577,47487,Male,45,Yes,0,4,Stayed,No,77,5279,,
3638-WEABW,1,58,Offer B,Yes,48.98,Yes,Cable,76,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,59.9,3505.1,0,0,2840.84,6345.94,Los Angeles,90025,34.046174,-118.446333,41175,Female,25,Yes,0,3,Stayed,No,53,6407,,
6322-HRPFA,3,49,Offer B,Yes,5.29,No,Cable,30,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,0,0,259.21,3229.51,Los Angeles,90026,34.078991,-118.263804,73686,Male,42,Yes,2,3,Stayed,No,79,4986,,
6865-JZNKO,0,30,None,Yes,19.41,No,Cable,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1530.6,0,0,582.3,2112.9,Los Angeles,90027,34.127194,-118.295647,48727,Female,25,No,0,4,Stayed,No,65,2725,,
5248-YGIJN,9,72,None,Yes,10.92,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.25,6369.45,0,0,786.24,7155.69,Los Angeles,90031,34.085807,-118.206617,38415,Male,36,Yes,0,3,Stayed,No,21,5974,,
6827-IEAUQ,5,27,None,Yes,40.21,No,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,66.15,1874.45,0,0,1085.67,2960.12,Los Angeles,90035,34.051809,-118.383843,27799,Female,46,Yes,0,3,Stayed,No,66,3213,,
7310-EGVHZ,0,1,Offer E,Yes,24.48,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,20.2,0,0,24.48,44.68,Los Angeles,90036,34.070291,-118.349191,32901,Male,35,No,0,5,Joined,No,77,5526,,
6234-RAAPL,7,72,None,Yes,23.66,Yes,Fiber Optic,26,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,99.9,7251.7,0,0,1703.52,8955.22,Los Angeles,90038,34.088017,-118.327168,32562,Female,60,Yes,0,4,Stayed,No,79,5915,,
6572-ADKRS,0,46,Offer B,Yes,42.44,No,Fiber Optic,69,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.8,3548.3,0,0,1952.24,5500.54,Los Angeles,90040,33.994524,-118.149953,9805,Female,19,No,0,3,Stayed,No,41,3395,,
8865-TNMNX,6,10,Offer D,Yes,26.17,No,DSL,7,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,49.55,475.7,0,0,261.7,737.4,Los Angeles,90043,33.988543,-118.334081,44764,Male,53,Yes,0,3,Stayed,No,22,2392,,
9489-DEDVP,8,70,None,Yes,29.38,Yes,DSL,23,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,69.2,4872.35,0,80,2056.6,7008.95,Los Angeles,90044,33.952714,-118.292061,87383,Female,52,Yes,0,3,Stayed,No,25,4715,,
9867-JCZSP,8,17,Offer D,Yes,8.74,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,418.25,0,0,148.58,566.83,Los Angeles,90045,33.954017,-118.402447,39334,Female,28,Yes,0,4,Stayed,No,64,3646,,
4671-VJLCL,0,63,Offer B,Yes,12.82,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,79.85,4861.45,0,0,807.66,5669.11,Los Angeles,90046,34.108455,-118.362081,49839,Female,36,No,0,3,Stayed,No,70,4595,,
4080-IIARD,1,13,Offer D,Yes,11.79,Yes,DSL,29,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.2,981.45,0,0,153.27,1134.72,Los Angeles,90047,33.958149,-118.308441,47107,Female,42,Yes,0,5,Stayed,No,41,2569,,
3714-NTNFO,0,49,Offer B,Yes,27.2,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,3906.7,0,0,1332.8,5239.5,Los Angeles,90048,34.072945,-118.37267,21739,Female,49,No,0,5,Stayed,No,71,6434,,
5948-UJZLF,0,2,None,Yes,40.75,No,DSL,71,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.25,97,0,0,81.5,178.5,Los Angeles,90049,34.091829,-118.491244,33523,Male,22,No,0,5,Joined,No,57,3805,,
7639-LIAYI,0,52,Offer B,Yes,29.16,Yes,Cable,73,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.75,4217.8,0,0,1516.32,5734.12,Los Angeles,90057,34.061918,-118.277939,44004,Male,23,No,0,4,Stayed,No,49,4142,,
2954-PIBKO,7,69,None,Yes,39.88,Yes,Cable,17,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,64.15,4254.1,0,40,2751.72,7045.82,Los Angeles,90058,34.001617,-118.222274,3642,Female,64,Yes,0,3,Stayed,No,62,5128,,
8769-KKTPH,2,63,Offer B,Yes,1.43,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,0,0,90.09,6401.29,Los Angeles,90066,34.002028,-118.430656,55204,Female,44,Yes,0,3,Stayed,No,79,4572,,
